"Name" "Chr" "Pos" "cM"
"M21753" "M21753" 7 114565937 86.0446545260222
"M21754" "M21754" 7 114783399 86.1658896532349
"M21755" "M21755" 7 114986415 86.2790711313149
"M21756" "M21756" 7 115085933 86.3345524447856
"M21757" "M21757" 7 115094721 86.3394517572997
"M21758" "M21758" 7 115107967 86.3468364060892
"M21759" "M21759" 7 115108421 86.3470895112191
"M21760" "M21760" 7 115181654 86.38791692967
"M21761" "M21761" 7 115184815 86.3896791880743
"M21762" "M21762" 7 115185293 86.3899456732111
"M21763" "M21763" 7 115185993 86.3903359234113
"M21764" "M21764" 7 115277529 86.4413672695985
"M21765" "M21765" 7 115285096 86.4455858742633
"M21766" "M21766" 7 115286328 86.4462727146157
"M21767" "M21767" 7 115310833 86.4599342591263
"M21768" "M21768" 7 115550090 86.5933201050743
"M21769" "M21769" 7 115691953 86.6724087681592
"M21770" "M21770" 7 115821250 86.7444918826493
"M21771" "M21771" 7 115968742 86.8267187148446
"M21772" "M21772" 7 115968822 86.8267633148675
"M21773" "M21773" 7 116022211 86.8565276976413
"M21774" "M21774" 7 116023378 86.8571783004752
"M21775" "M21775" 7 116075524 86.8862497103934
"M21776" "M21776" 7 116075553 86.8862658779017
"M21777" "M21777" 7 116075601 86.8862926379154
"M21778" "M21778" 7 116076056 86.8865463005456
"M21779" "M21779" 7 116177028 86.9428382194322
"M21780" "M21780" 7 116277137 86.998649015572
"M21781" "M21781" 7 116279094 86.9997400436319
"M21782" "M21782" 7 116288821 87.0051628489146
"M21783" "M21783" 7 116371419 87.0512112575447
"M21784" "M21784" 7 116375254 87.0533492711419
"M21785" "M21785" 7 116382352 87.0589299277601
"M21786" "M21786" 7 116382412 87.059007857766
"M21787" "M21787" 7 116385084 87.0624783406939
"M21788" "M21788" 7 116395298 87.0757446253592
"M21789" "M21789" 7 116396007 87.0766654982618
"M21790" "M21790" 7 116434560 87.1267394235313
"M21791" "M21791" 7 116518649 87.2359570279196
"M21792" "M21792" 7 116521320 87.2394262120141
"M21793" "M21793" 7 116526076 87.2456034638125
"M21794" "M21794" 7 116544365 87.269357828434
"M21795" "M21795" 7 117179180 88.0938767730019
"M21796" "M21796" 7 117260892 88.2000070503245
"M21797" "M21797" 7 117303186 88.2549399114597
"M21798" "M21798" 7 117304068 88.256085482546
"M21799" "M21799" 7 117375677 88.356470054797
"M21800" "M21800" 7 117518072 88.556085482546
"M21801" "M21801" 7 117519226 88.5565267506756
"M21802" "M21802" 7 117543205 88.5656958741427
"M21803" "M21803" 7 117729993 88.6371201301242
"M21804" "M21804" 7 117775789 88.6546316684828
"M21805" "M21805" 7 117844767 88.6810075723368
"M21806" "M21806" 7 117976985 88.7315652756012
"M21807" "M21807" 7 118305015 88.8620374944058
"M21808" "M21808" 7 118308527 88.8707983769086
"M21809" "M21809" 7 118312766 88.8813728020024
"M21810" "M21810" 7 118403535 89.1078012028848
"M21811" "M21811" 7 118426022 89.1638962953794
"M21812" "M21812" 7 118427588 89.1678027708918
"M21813" "M21813" 7 118517540 89.3921931190962
"M21814" "M21814" 7 118677508 89.692159504227
"M21815" "M21815" 7 118810813 89.8845826749764
"M21816" "M21816" 7 118893889 90.004501262675
"M21817" "M21817" 7 118910689 90.0287517354149
"M21818" "M21818" 7 119165628 90.3967512157619
"M21819" "M21819" 7 119255159 90.5259874702186
"M21820" "M21820" 7 119596977 91.0193950946827
"M21821" "M21821" 7 119597431 91.0200504348389
"M21822" "M21822" 7 119617887 91.0495782723608
"M21823" "M21823" 7 119799049 91.3110820903668
"M21824" "M21824" 7 119923759 91.4910985460447
"M21825" "M21825" 7 119963965 91.5491351238411
"M21826" "M21826" 7 119963993 91.5491755412956
"M21827" "M21827" 7 119973922 91.563507859381
"M21828" "M21828" 7 119974860 91.564861844109
"M21829" "M21829" 7 119976308 91.5669520039023
"M21830" "M21830" 7 120107334 91.756085482546
"M21831" "M21831" 7 120110709 91.7613287013164
"M21832" "M21832" 7 120200540 91.9008853192017
"M21833" "M21833" 7 120203200 91.9050177523659
"M21834" "M21834" 7 120203737 91.9058520067302
"M21835" "M21835" 7 120205429 91.9084806070738
"M21836" "M21836" 7 120257394 91.9892106406748
"M21837" "M21837" 7 120348289 92.1304202318258
"M21838" "M21838" 7 120348334 92.1304901414094
"M21839" "M21839" 7 120352276 92.1366142209332
"M21840" "M21840" 7 120505397 92.3744947842935
"M21841" "M21841" 7 120557862 92.4560015910456
"M21842" "M21842" 7 120557916 92.456085482546
"M21843" "M21843" 7 120558184 92.4564808292562
"M21844" "M21844" 7 120721330 92.6971496142731
"M21845" "M21845" 7 120782724 92.7877164647465
"M21846" "M21846" 7 120895897 92.9546663648772
"M21847" "M21847" 7 120896859 92.956085482546
"M21848" "M21848" 7 120966139 93.5112937657919
"M21849" "M21849" 7 120966467 93.5139223500429
"M21850" "M21850" 7 120966490 93.5141066714995
"M21851" "M21851" 7 121016217 93.9126176746891
"M21852" "M21852" 7 121019137 93.9360184857035
"M21853" "M21853" 7 121021641 93.956085482546
"M21854" "M21854" 7 121187485 94.925919256906
"M21855" "M21855" 7 121192888 94.9575152862038
"M21856" "M21856" 7 121225096 95.1458634097692
"M21857" "M21857" 7 121226844 95.156085482546
"M21858" "M21858" 7 121252990 95.2589022098841
"M21859" "M21859" 7 121296727 95.4308939181219
"M21860" "M21860" 7 121404852 95.856085482546
"M21861" "M21861" 7 121601629 96.1853236691995
"M21862" "M21862" 7 121604427 96.1900051535511
"M21863" "M21863" 7 121816369 96.5446167176857
"M21864" "M21864" 7 122069898 96.9688097291864
"M21865" "M21865" 7 122122707 97.0571673085732
"M21866" "M21866" 7 122130497 97.0702011767287
"M21867" "M21867" 7 122171162 97.1382399762849
"M21868" "M21868" 7 122346072 97.4308913086437
"M21869" "M21869" 7 122449097 97.6032679795959
"M21870" "M21870" 7 122449305 97.6036159955878
"M21871" "M21871" 7 122638676 98.1297763177005
"M21872" "M21872" 7 122668923 98.2448268723493
"M21873" "M21873" 7 122697576 98.3538143270507
"M21874" "M21874" 7 122699514 98.3611859002615
"M21875" "M21875" 7 122702127 98.3711249718818
"M21876" "M21876" 7 122714403 98.41781920962
"M21877" "M21877" 7 122791194 98.709909239773
"M21878" "M21878" 7 122829624 98.856085482546
"M21879" "M21879" 7 122965102 99.2814792842897
"M21880" "M21880" 7 122966113 99.2846537711699
"M21881" "M21881" 7 122985435 99.3453238359575
"M21882" "M21882" 7 122988560 99.3551361717644
"M21883" "M21883" 7 122988608 99.3552868892424
"M21884" "M21884" 7 123062538 99.5874232048281
"M21885" "M21885" 7 123481399 100.902624737122
"M21886" "M21886" 7 123481544 100.903080029504
"M21887" "M21887" 7 123488407 100.92462948891
"M21888" "M21888" 7 123507097 100.983315106904
"M21889" "M21889" 7 123565899 101.167950297341
"M21890" "M21890" 7 123566192 101.168870301947
"M21891" "M21891" 7 123589752 101.242847464062
"M21892" "M21892" 7 123597608 101.267514891294
"M21893" "M21893" 7 123672028 101.501189781134
"M21894" "M21894" 7 123695954 101.576316164019
"M21895" "M21895" 7 123827128 101.988195631903
"M21896" "M21896" 7 123848624 102.055691942465
"M21897" "M21897" 7 123880561 102.155972444437
"M21898" "M21898" 7 123880597 102.156085482546
"M21899" "M21899" 7 124122246 102.417822646277
"M21900" "M21900" 7 124148466 102.446222302112
"M21901" "M21901" 7 124212468 102.515544757215
"M21902" "M21902" 7 124216022 102.519394199505
"M21903" "M21903" 7 124216978 102.520429671319
"M21904" "M21904" 7 124218720 102.522316482931
"M21905" "M21905" 7 124281063 102.589842026171
"M21906" "M21906" 7 124387402 102.705020935473
"M21907" "M21907" 7 124507912 102.835548873107
"M21908" "M21908" 7 124701088 103.044783499945
"M21909" "M21909" 7 124727567 103.073463686325
"M21910" "M21910" 7 124745133 103.092489939353
"M21911" "M21911" 7 124754106 103.102208860475
"M21912" "M21912" 7 124872680 103.230639859371
"M21913" "M21913" 7 124923381 103.285555608819
"M21914" "M21914" 7 124923948 103.286169743253
"M21915" "M21915" 7 124945704 103.309734308941
"M21916" "M21916" 7 124945751 103.309785216028
"M21917" "M21917" 7 124949426 103.313765716989
"M21918" "M21918" 7 125120093 103.498620181615
"M21919" "M21919" 7 125199181 103.584282728554
"M21920" "M21920" 7 125322629 103.717992900697
"M21921" "M21921" 7 125357798 103.756085482546
"M21922" "M21922" 7 125358096 103.756412933483
"M21923" "M21923" 7 125382613 103.783352915462
"M21924" "M21924" 7 125404626 103.807541430505
"M21925" "M21925" 7 125406421 103.80951382793
"M21926" "M21926" 7 125574342 103.994030233442
"M21927" "M21927" 7 125576237 103.996112513731
"M21928" "M21928" 7 125579781 104.000006762462
"M21929" "M21929" 7 125686990 104.117811083056
"M21930" "M21930" 7 125687105 104.11793744835
"M21931" "M21931" 7 125687825 104.118728604977
"M21932" "M21932" 7 125688509 104.119480203773
"M21933" "M21933" 7 125747444 104.184239670182
"M21934" "M21934" 7 125750313 104.187392209575
"M21935" "M21935" 7 125750792 104.187918548498
"M21936" "M21936" 7 125858346 104.306101964976
"M21937" "M21937" 7 125861581 104.309656675654
"M21938" "M21938" 7 125861690 104.309776447977
"M21939" "M21939" 7 125862371 104.310524750287
"M21940" "M21940" 7 126213970 104.696871804327
"M21941" "M21941" 7 126222588 104.706341509621
"M21942" "M21942" 7 126298280 104.789514047696
"M21943" "M21943" 7 126350017 104.846364145491
"M21944" "M21944" 7 126350715 104.847131127888
"M21945" "M21945" 7 126402573 104.90411418395
"M21946" "M21946" 7 126410451 104.912770756044
"M21947" "M21947" 7 126446796 104.95270768328
"M21948" "M21948" 7 126448339 104.954403175885
"M21949" "M21949" 7 126448363 104.954429547772
"M21950" "M21950" 7 126448396 104.954465809118
"M21951" "M21951" 7 126448788 104.954896549948
"M21952" "M21952" 7 126464511 104.972173432791
"M21953" "M21953" 7 126471843 104.980230044443
"M21954" "M21954" 7 126521393 105.034677003984
"M21955" "M21955" 7 126642071 105.167281447647
"M21956" "M21956" 7 126746978 105.282556264692
"M21957" "M21957" 7 126911957 105.46383991632
"M21958" "M21958" 7 127212970 105.794601624339
"M21959" "M21959" 7 127248316 105.833440821754
"M21960" "M21960" 7 127253949 105.839630523532
"M21961" "M21961" 7 127254364 105.840086537421
"M21962" "M21962" 7 127268490 105.855608590912
"M21963" "M21963" 7 127268924 105.856085482546
"M21964" "M21964" 7 127296684 106.354809926511
"M21965" "M21965" 7 127296755 106.356085482546
"M21966" "M21966" 7 127608827 106.647783812678
"M21967" "M21967" 7 127634423 106.67170877377
"M21968" "M21968" 7 127634894 106.672149024461
"M21969" "M21969" 7 127724693 106.756085482546
"M21970" "M21970" 7 127861805 107.344659868279
"M21971" "M21971" 7 127893004 107.478586382811
"M21972" "M21972" 7 128144014 108.556085482546
"M21973" "M21973" 7 128144353 108.556362552438
"M21974" "M21974" 7 128146116 108.557803479339
"M21975" "M21975" 7 128377000 108.746508508607
"M21976" "M21976" 7 128377242 108.746706298913
"M21977" "M21977" 7 128420528 108.782084609653
"M21978" "M21978" 7 128445813 108.802750427402
"M21979" "M21979" 7 128647778 108.967819515065
"M21980" "M21980" 7 128650006 108.969640493588
"M21981" "M21981" 7 128708330 109.01730959204
"M21982" "M21982" 7 128708944 109.017811423644
"M21983" "M21983" 7 128740455 109.043565846546
"M21984" "M21984" 7 128742655 109.045363940239
"M21985" "M21985" 7 128851921 109.134668715486
"M21986" "M21986" 7 128858187 109.139790013252
"M21987" "M21987" 7 128870179 109.149591258513
"M21988" "M21988" 7 128898208 109.172499789487
"M21989" "M21989" 7 129230207 109.443847656866
"M21990" "M21990" 7 129230232 109.443868089749
"M21991" "M21991" 7 129230367 109.443978427317
"M21992" "M21992" 7 129265357 109.472576290201
"M21993" "M21993" 7 129309792 109.508893696238
"M21994" "M21994" 7 129344816 109.537519347843
"M21995" "M21995" 7 129360191 109.550085570816
"M21996" "M21996" 7 129367532 109.556085482546
"M21997" "M21997" 7 129439286 109.711617028137
"M21998" "M21998" 7 129443147 109.719986001261
"M21999" "M21999" 7 129443482 109.72071213594
"M22000" "M22000" 7 129453925 109.743348029836
"M22001" "M22001" 7 129724787 110.3304593477
"M22002" "M22002" 7 129844582 110.590122941425
"M22003" "M22003" 7 129864662 110.633647670854
"M22004" "M22004" 7 129866732 110.638134532902
"M22005" "M22005" 7 129877057 110.660514653985
"M22006" "M22006" 7 129895833 110.701212877081
"M22007" "M22007" 7 129899348 110.708831872298
"M22008" "M22008" 7 130243749 111.840055301388
"M22009" "M22009" 7 130256605 111.885811076026
"M22010" "M22010" 7 130360641 112.256085482546
"M22011" "M22011" 7 130426635 112.565810404141
"M22012" "M22012" 7 130495196 112.887582843295
"M22013" "M22013" 7 130525518 113.029890917857
"M22014" "M22014" 7 130643679 113.584447490585
"M22015" "M22015" 7 130644017 113.586033801818
"M22016" "M22016" 7 130650165 113.614887770633
"M22017" "M22017" 7 130783958 114.242808891265
"M22018" "M22018" 7 130784233 114.244099529103
"M22019" "M22019" 7 130871292 114.65268730904
"M22020" "M22020" 7 130872958 114.66050622772
"M22021" "M22021" 7 130903782 114.805170302989
"M22022" "M22022" 7 130986135 115.191671749607
"M22023" "M22023" 7 131038051 115.435325400387
"M22024" "M22024" 7 131085089 115.656085482546
"M22025" "M22025" 7 131110710 115.697455583561
"M22026" "M22026" 7 131111728 115.699099343088
"M22027" "M22027" 7 131126598 115.723109857982
"M22028" "M22028" 7 131191105 115.827268989405
"M22029" "M22029" 7 131194134 115.83215990061
"M22030" "M22030" 7 131197384 115.837407659413
"M22031" "M22031" 7 131235160 115.898404378353
"M22032" "M22032" 7 131394745 116.156085482546
"M22033" "M22033" 7 131436957 116.178219235707
"M22034" "M22034" 7 131443222 116.181504272273
"M22035" "M22035" 7 131648153 116.28895931276
"M22036" "M22036" 7 131669599 116.300204467462
"M22037" "M22037" 7 132059035 116.504404228097
"M22038" "M22038" 7 132065109 116.507589114307
"M22039" "M22039" 7 132074985 116.512767569396
"M22040" "M22040" 7 132076042 116.513321804616
"M22041" "M22041" 7 132157598 116.556085482546
"M22042" "M22042" 7 132159774 116.562954328416
"M22043" "M22043" 7 132163280 116.574021503792
"M22044" "M22044" 7 132166545 116.584327929236
"M22045" "M22045" 7 132189985 116.658319540994
"M22046" "M22046" 7 132388969 117.286440141429
"M22047" "M22047" 7 132591806 117.926723270879
"M22048" "M22048" 7 132627841 118.040472747403
"M22049" "M22049" 7 132731569 118.289872893671
"M22050" "M22050" 7 133033111 119.003532502969
"M22051" "M22051" 7 133050886 119.045600604776
"M22052" "M22052" 7 133055235 119.055893385353
"M22053" "M22053" 7 133055284 119.056009353679
"M22054" "M22054" 7 133139822 119.256085482546
"M22055" "M22055" 7 133360160 119.420505782675
"M22056" "M22056" 7 133367456 119.425950193125
"M22057" "M22057" 7 133371679 119.429101474009
"M22058" "M22058" 7 133564691 119.573130606381
"M22059" "M22059" 7 133624271 119.617590306849
"M22060" "M22060" 7 133866377 119.798254292104
"M22061" "M22061" 7 133870613 119.801415273829
"M22062" "M22062" 7 134102787 121.256085482546
"M22063" "M22063" 7 134137901 121.268850299143
"M22064" "M22064" 7 134226087 121.300908114158
"M22065" "M22065" 7 134284308 121.322072902764
"M22066" "M22066" 7 134295666 121.326201819632
"M22067" "M22067" 7 134321719 121.335672736269
"M22068" "M22068" 7 134572823 121.426955316061
"M22069" "M22069" 7 134708177 121.476159877936
"M22070" "M22070" 7 134769767 121.498549382242
"M22071" "M22071" 7 134846689 121.526512451738
"M22072" "M22072" 7 134847825 121.52692541613
"M22073" "M22073" 7 134848470 121.52715988975
"M22074" "M22074" 7 134878269 121.537992571011
"M22075" "M22075" 7 135143354 121.634357593726
"M22076" "M22076" 7 135203124 121.656085482546
"M22077" "M22077" 7 135408163 121.814542860391
"M22078" "M22078" 7 135508186 121.891842214681
"M22079" "M22079" 7 135513130 121.895663015973
"M22080" "M22080" 7 135556291 121.929018518512
"M22081" "M22081" 7 135572251 121.941352658604
"M22082" "M22082" 7 135573519 121.942332589033
"M22083" "M22083" 7 135573919 121.942641715351
"M22084" "M22084" 7 135574351 121.942975571774
"M22085" "M22085" 7 135581890 121.948801830055
"M22086" "M22086" 7 135583693 121.950195216934
"M22087" "M22087" 7 135592089 121.956683778351
"M22088" "M22088" 7 135594935 121.958883212104
"M22089" "M22089" 7 135811716 122.126414993017
"M22090" "M22090" 7 135818558 122.131702598688
"M22091" "M22091" 7 135819588 122.132498598957
"M22092" "M22092" 7 135827559 122.138658713662
"M22093" "M22093" 7 135832539 122.142507336322
"M22094" "M22094" 7 135891222 122.187858485635
"M22095" "M22095" 7 135891821 122.188321402297
"M22096" "M22096" 7 135891956 122.188425732429
"M22097" "M22097" 7 135894307 122.190242622364
"M22098" "M22098" 7 136022629 122.289411890844
"M22099" "M22099" 7 136025724 122.29180375573
"M22100" "M22100" 7 136149253 122.387268918103
"M22101" "M22101" 7 136256199 122.469918476143
"M22102" "M22102" 7 136261085 122.473694454119
"M22103" "M22103" 7 136261616 122.474104819306
"M22104" "M22104" 7 136267813 122.47889395879
"M22105" "M22105" 7 136273480 122.483273505901
"M22106" "M22106" 7 136331676 122.528248293923
"M22107" "M22107" 7 136331965 122.528471637687
"M22108" "M22108" 7 136373768 122.560777656377
"M22109" "M22109" 7 136374756 122.561541198382
"M22110" "M22110" 7 136391117 122.574185237609
"M22111" "M22111" 7 136572554 122.714402617054
"M22112" "M22112" 7 136745635 122.848162347714
"M22113" "M22113" 7 136856356 122.933729285382
"M22114" "M22114" 7 136864646 122.940135928324
"M22115" "M22115" 7 136866109 122.941266557833
"M22116" "M22116" 7 136866388 122.94148217344
"M22117" "M22117" 7 136947503 123.004169126672
"M22118" "M22118" 7 136947539 123.004196948041
"M22119" "M22119" 7 137096179 123.119068287849
"M22120" "M22120" 7 137162830 123.170577233419
"M22121" "M22121" 7 137168262 123.174775168819
"M22122" "M22122" 7 137280330 123.261383089363
"M22123" "M22123" 7 137339983 123.307483869998
"M22124" "M22124" 7 137455954 123.39710809059
"M22125" "M22125" 7 137462790 123.402391059367
"M22126" "M22126" 7 137487521 123.421503566799
"M22127" "M22127" 7 137516234 123.443693426729
"M22128" "M22128" 7 137519398 123.446138615905
"M22129" "M22129" 7 137522977 123.448904523636
"M22130" "M22130" 7 137526621 123.451720664394
"M22131" "M22131" 7 137528042 123.452818835639
"M22132" "M22132" 7 137530305 123.454567717784
"M22133" "M22133" 7 137530349 123.454601721679
"M22134" "M22134" 7 137532426 123.456206860086
"M22135" "M22135" 7 137544144 123.465262715574
"M22136" "M22136" 7 137701592 123.586941016907
"M22137" "M22137" 7 137730212 123.609059004968
"M22138" "M22138" 7 138370921 124.104209040335
"M22139" "M22139" 7 138462908 124.175298046894
"M22140" "M22140" 7 138735403 124.385886487025
"M22141" "M22141" 7 138892320 124.50715442317
"M22142" "M22142" 7 138913925 124.523851108427
"M22143" "M22143" 7 139107848 124.673717865892
"M22144" "M22144" 7 139132025 124.692402233374
"M22145" "M22145" 7 139351504 124.862019071302
"M22146" "M22146" 7 139362893 124.870820670395
"M22147" "M22147" 7 139525705 124.996644355653
"M22148" "M22148" 7 139602410 125.055923191229
"M22149" "M22149" 7 139691522 125.164857923239
"M22150" "M22150" 7 139761005 125.249871033144
"M22151" "M22151" 7 140104651 125.670325175396
"M22152" "M22152" 7 140105251 125.67105928109
"M22153" "M22153" 7 140251151 125.849569315703
"M22154" "M22154" 7 140252107 125.850738990776
"M22155" "M22155" 7 140258849 125.858987891759
"M22156" "M22156" 7 140348732 125.968960595262
"M22157" "M22157" 7 140419941 126.056085482546
"M22158" "M22158" 7 140420222 126.056169149023
"M22159" "M22159" 7 140421815 126.056643457559
"M22160" "M22160" 7 140675264 126.132106749513
"M22161" "M22161" 7 140677744 126.132845158281
"M22162" "M22162" 7 140678941 126.13320155961
"M22163" "M22163" 7 140689508 126.136347836006
"M22164" "M22164" 7 140706688 126.141463103202
"M22165" "M22165" 7 140707642 126.141747152382
"M22166" "M22166" 7 140710290 126.14253558239
"M22167" "M22167" 7 140711770 126.142976245687
"M22168" "M22168" 7 140712419 126.143169482498
"M22169" "M22169" 7 140815988 126.174006683215
"M22170" "M22170" 7 141007275 126.230961521181
"M22171" "M22171" 7 141009939 126.231754715117
"M22172" "M22172" 7 141121976 126.265113224484
"M22173" "M22173" 7 141126012 126.266314925206
"M22174" "M22174" 7 141134598 126.268871367823
"M22175" "M22175" 7 141138504 126.270034361634
"M22176" "M22176" 7 141427513 126.356085482546
"M22177" "M22177" 7 141452518 126.386225908847
"M22178" "M22178" 7 141512155 126.458110915979
"M22179" "M22179" 7 141547467 126.500675152474
"M22180" "M22180" 7 141579641 126.539456919153
"M22181" "M22181" 7 141594563 126.55744353948
"M22182" "M22182" 7 141648137 126.622020352064
"M22183" "M22183" 7 141653456 126.628431746885
"M22184" "M22184" 7 141719646 126.680098875143
"M22185" "M22185" 7 141719667 126.680110535364
"M22186" "M22186" 7 141730749 126.686263800642
"M22187" "M22187" 7 141805169 126.727585403423
"M22188" "M22188" 7 141899449 126.779934243925
"M22189" "M22189" 7 141902349 126.781544464942
"M22190" "M22190" 7 142107913 126.89568359359
"M22191" "M22191" 7 142392412 127.053651272568
"M22192" "M22192" 7 142396796 127.056085482546
"M22193" "M22193" 7 142398220 127.058430719935
"M22194" "M22194" 7 142399204 127.060051305322
"M22195" "M22195" 7 142407403 127.073554536612
"M22196" "M22196" 7 142726091 127.598413394165
"M22197" "M22197" 7 142775448 127.679701232528
"M22198" "M22198" 7 142775571 127.679903805701
"M22199" "M22199" 7 142776404 127.681275703697
"M22200" "M22200" 7 142813422 127.742241994203
"M22201" "M22201" 7 143003984 128.056085482546
"M22202" "M22202" 7 143024229 128.076002156181
"M22203" "M22203" 7 143050284 128.101634605258
"M22204" "M22204" 7 143109747 128.160133255017
"M22205" "M22205" 7 143294688 128.342074946237
"M22206" "M22206" 7 143333002 128.379767583118
"M22207" "M22207" 7 143394655 128.440420716219
"M22208" "M22208" 7 143410937 128.456484517748
"M22209" "M22209" 7 143423090 128.469992804119
"M22210" "M22210" 7 143525123 128.583404388367
"M22211" "M22211" 7 143525296 128.583596681097
"M22212" "M22212" 7 143525510 128.583834546091
"M22213" "M22213" 7 143745948 128.828855498218
"M22214" "M22214" 7 143749646 128.832965894252
"M22215" "M22215" 7 144000432 129.111719214915
"M22216" "M22216" 7 144098711 129.220958158083
"M22217" "M22217" 7 144208959 129.366181656583
"M22218" "M22218" 7 144243568 129.414631252708
"M22219" "M22219" 7 144309887 129.507472096576
"M22220" "M22220" 7 144325134 129.528816573218
"M22221" "M22221" 7 144325159 129.528851571048
"M22222" "M22222" 7 144487479 129.756085482546
"M22223" "M22223" 7 144488534 129.756704429272
"M22224" "M22224" 7 144503097 129.765248240811
"M22225" "M22225" 7 144504841 129.766271409617
"M22226" "M22226" 7 144505462 129.7666357375
"M22227" "M22227" 7 144663073 129.859102858312
"M22228" "M22228" 7 144753122 129.911932748117
"M22229" "M22229" 7 144835819 129.960449371258
"M22230" "M22230" 7 144863654 129.976779591279
"M22231" "M22231" 7 144867502 129.979037133462
"M22232" "M22232" 7 144985370 130.048187856418
"M22233" "M22233" 7 145301689 130.233765685302
"M22234" "M22234" 7 145680635 130.456085482546
"M22235" "M22235" 7 145718582 130.496678557767
"M22236" "M22236" 7 145729915 130.508801817089
"M22237" "M22237" 7 145766044 130.547450121689
"M22238" "M22238" 7 145971415 130.767141808811
"M22239" "M22239" 7 145973180 130.769029883698
"M22240" "M22240" 7 145974837 130.770802427658
"M22241" "M22241" 7 145976700 130.772795336166
"M22242" "M22242" 7 146126130 130.932645211789
"M22243" "M22243" 7 146498829 131.331332816653
"M22244" "M22244" 7 146548837 131.384827915229
"M22245" "M22245" 7 146580734 131.418949119022
"M22246" "M22246" 7 146596371 131.435676499769
"M22247" "M22247" 7 146602836 131.442592309486
"M22248" "M22248" 7 146706338 131.553311588257
"M22249" "M22249" 7 146757857 131.608423050093
"M22250" "M22250" 7 146759534 131.610216988669
"M22251" "M22251" 7 146760521 131.611272812983
"M22252" "M22252" 7 146760687 131.611450388299
"M22253" "M22253" 7 147060750 131.845990987621
"M22254" "M22254" 7 147094292 131.864283378867
"M22255" "M22255" 7 147109569 131.872614809941
"M22256" "M22256" 7 147124064 131.880519771216
"M22257" "M22257" 7 147204978 131.924646852048
"M22258" "M22258" 7 147335911 131.996052184557
"M22259" "M22259" 7 147420217 132.042029119038
"M22260" "M22260" 7 147578484 132.128341261586
"M22261" "M22261" 7 147579832 132.129076403897
"M22262" "M22262" 7 147579877 132.129100944998
"M22263" "M22263" 7 147709732 132.1999183818
"M22264" "M22264" 7 147773647 132.234774925432
"M22265" "M22265" 7 147777434 132.236840195411
"M22266" "M22266" 7 147778200 132.237257939484
"M22267" "M22267" 7 148083481 132.403745313282
"M22268" "M22268" 7 148129956 132.429090816924
"M22269" "M22269" 7 148148010 132.438936706602
"M22270" "M22270" 7 148173418 132.452793157522
"M22271" "M22271" 7 148182145 132.456609529618
"M22272" "M22272" 7 148280360 132.475743092138
"M22273" "M22273" 7 148598638 132.537747796224
"M22274" "M22274" 7 148619417 132.541795816339
"M22275" "M22275" 7 148684622 132.554498600477
"M22276" "M22276" 7 148700667 132.55762437567
"M22277" "M22277" 7 148702799 132.558039717067
"M22278" "M22278" 7 148704115 132.558296091025
"M22279" "M22279" 7 148704744 132.558418628426
"M22280" "M22280" 7 148730761 132.563487079234
"M22281" "M22281" 7 148735679 132.564445169754
"M22282" "M22282" 7 148737863 132.564870641429
"M22283" "M22283" 7 148748865 132.567013974472
"M22284" "M22284" 7 148851331 132.586975687217
"M22285" "M22285" 7 149604054 132.733615941564
"M22286" "M22286" 7 149608025 132.734389544138
"M22287" "M22287" 7 149717562 132.755728779874
"M22288" "M22288" 7 149719393 132.756085482546
"M22289" "M22289" 7 149725552 132.7576204603
"M22290" "M22290" 7 149725744 132.757668311531
"M22291" "M22291" 7 149763210 132.767005781337
"M22292" "M22292" 7 149852988 132.78938071766
"M22293" "M22293" 7 149853410 132.789485890677
"M22294" "M22294" 7 149853870 132.78960053425
"M22295" "M22295" 7 149854371 132.789725396055
"M22296" "M22296" 7 149900136 132.801131185456
"M22297" "M22297" 7 149903835 132.802053069319
"M22298" "M22298" 7 149905003 132.802344164304
"M22299" "M22299" 7 149905542 132.802478496665
"M22300" "M22300" 7 149945436 132.812421085157
"M22301" "M22301" 7 150009618 132.828416854311
"M22302" "M22302" 7 150019703 132.830930290039
"M22303" "M22303" 7 150043040 132.836746457575
"M22304" "M22304" 7 150044267 132.837052256845
"M22305" "M22305" 7 150044299 132.83706023205
"M22306" "M22306" 7 150163524 132.866774101629
"M22307" "M22307" 7 150792079 133.023425821432
"M22308" "M22308" 7 150870621 133.043000463869
"M22309" "M22309" 7 150871144 133.043130808627
"M22310" "M22310" 7 150888738 133.047515676074
"M22311" "M22311" 7 150889219 133.047635553376
"M22312" "M22312" 7 150892219 133.048383228853
"M22313" "M22313" 7 150905937 133.051802099584
"M22314" "M22314" 7 150906069 133.051834997305
"M22315" "M22315" 7 150974207 133.068816701187
"M22316" "M22316" 7 151409024 133.17718403714
"M22317" "M22317" 7 151510833 133.20255740135
"M22318" "M22318" 7 151523941 133.205824244734
"M22319" "M22319" 7 151528825 133.207041460411
"M22320" "M22320" 7 151531919 133.207812563053
"M22321" "M22321" 7 151604852 133.225989301573
"M22322" "M22322" 7 151604916 133.226005251983
"M22323" "M22323" 7 151724742 133.255868905883
"M22324" "M22324" 7 151726442 133.256699784471
"M22325" "M22325" 7 151734945 133.262985475523
"M22326" "M22326" 7 151849968 133.348014176212
"M22327" "M22327" 7 151949322 133.421459848192
"M22328" "M22328" 7 151959790 133.429198130439
"M22329" "M22329" 7 151960114 133.429437641658
